experiment_id,max_train_metric,max_val_metric,max_test_metric,tensorboard_dir,timestamp,clip_gradient_norm,is_data_dict,config_batch_size,config_bidirectional,config_ckpt,config_crepe,config_experiment_name,config_f0_threshold,config_frame_resolution,config_gpu,config_gru_units,config_loss,config_lr,config_lr_decay,config_lr_min,config_lr_scheduler,config_max_voices,config_metric,config_mlp_layers,config_mlp_units,config_n_fft,config_n_freq,config_n_harmonics,config_n_mels,config_n_mfcc,config_num_step,config_num_workers,config_optimizer,config_resume,config_sample_rate,config_seed,config_tensorboard_dir,config_test,config_train,config_use_reverb,config_use_z,config_valid_waveform_sec,config_validation_interval,config_waveform_sec,config_z_units,step,val_loss,val_metric,train_metric,train_loss
120123,0.0,-61.8103870815701,-100000000.0,../tensorboard_log/,20230418_175553,False,True,8,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,0,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,100000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,1,16,1000,61.8103870815701,-61.8103870815701,0.0,0.0
120123,0.0,-61.78899171617296,-100000000.0,../tensorboard_log/,20230418_175553,False,True,8,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,0,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,100000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,1,16,2000,61.78899171617296,-61.78899171617296,0.0,0.0
120123,0.0,-61.777709113227,-100000000.0,../tensorboard_log/,20230418_175553,False,True,8,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,0,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,100000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,1,16,4000,61.777709113227,-61.777709113227,0.0,0.0
120123,0.0,-61.77761967976888,-100000000.0,../tensorboard_log/,20230418_175553,False,True,8,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,0,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,100000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,1,16,25000,61.77761967976888,-61.77761967976888,0.0,0.0
120123,0.0,-61.76524522569444,-100000000.0,../tensorboard_log/,20230418_175553,False,True,8,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,0,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,100000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,1,16,28000,61.76524522569444,-61.76524522569444,0.0,0.0
120123,0.0,-61.8103879292806,-100000000.0,../tensorboard_log/,20230418_183926,False,True,8,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,0,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,1,16,1000,61.8103879292806,-61.8103879292806,0.0,0.0
120123,0.0,-61.78899171617296,-100000000.0,../tensorboard_log/,20230418_183926,False,True,8,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,0,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,1,16,2000,61.78899171617296,-61.78899171617296,0.0,0.0
120123,0.0,-61.777708265516495,-100000000.0,../tensorboard_log/,20230418_183926,False,True,8,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,0,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,1,16,4000,61.777708265516495,-61.777708265516495,0.0,0.0
120123,0.0,-61.77762095133463,-100000000.0,../tensorboard_log/,20230418_183926,False,True,8,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,0,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,1,16,25000,61.77762095133463,-61.77762095133463,0.0,0.0
120123,0.0,-61.76524437798394,-100000000.0,../tensorboard_log/,20230418_183926,False,True,8,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,0,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,1,16,28000,61.76524437798394,-61.76524437798394,0.0,0.0
120123,0.0,-61.91413040161133,-100000000.0,../tensorboard_log/,20230418_185325,False,True,16,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,0,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,1,16,1000,61.91413040161133,-61.91413040161133,0.0,0.0
120123,0.0,-61.875135040283205,-100000000.0,../tensorboard_log/,20230418_185325,False,True,16,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,0,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,1,16,2000,61.875135040283205,-61.875135040283205,0.0,0.0
120123,0.0,-61.91413116455078,-100000000.0,../tensorboard_log/,20230419_145151,False,True,16,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,0,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,1,16,1000,61.91413116455078,-61.91413116455078,0.0,0.0
120123,0.0,-61.87513427734375,-100000000.0,../tensorboard_log/,20230419_145151,False,True,16,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,0,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,1,16,2000,61.87513427734375,-61.87513427734375,0.0,0.0
120123,0.0,-61.87209091186524,-100000000.0,../tensorboard_log/,20230419_145151,False,True,16,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,0,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,1,16,44000,61.87209091186524,-61.87209091186524,0.0,0.0
120123,0.0,-61.86724853515625,-100000000.0,../tensorboard_log/,20230419_145151,False,True,16,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,0,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,1,16,109000,61.86724853515625,-61.86724853515625,0.0,0.0
120123,0.0,-61.914129638671874,-100000000.0,../tensorboard_log/,20230419_151040,False,True,8,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,1000,61.914129638671874,-61.914129638671874,0.0,0.0
120123,0.0,-61.87513427734375,-100000000.0,../tensorboard_log/,20230419_151040,False,True,8,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,2000,61.87513427734375,-61.87513427734375,0.0,0.0
120123,0.0,-61.87209091186524,-100000000.0,../tensorboard_log/,20230419_151040,False,True,8,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,44000,61.87209091186524,-61.87209091186524,0.0,0.0
120123,0.0,-61.86724853515625,-100000000.0,../tensorboard_log/,20230419_151040,False,True,8,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,109000,61.86724853515625,-61.86724853515625,0.0,0.0
120123,0.0,-61.86539764404297,-100000000.0,../tensorboard_log/,20230419_151040,False,True,8,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,368000,61.86539764404297,-61.86539764404297,0.0,0.0
120123,0.0,-35.603844451904294,-100000000.0,../tensorboard_log/,20230419_153423,False,True,8,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,1000,35.603844451904294,-35.603844451904294,0.0,0.0
120123,0.0,-35.603844451904294,-100000000.0,../tensorboard_log/,20230419_161309,False,True,8,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,1000,35.603844451904294,-35.603844451904294,0.0,0.0
120123,0.0,-35.603844451904294,-100000000.0,../tensorboard_log/,20230419_161632,False,True,8,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,1000,35.603844451904294,-35.603844451904294,0.0,0.0
120123,0.0,-35.603844451904294,-100000000.0,../tensorboard_log/,20230419_161849,False,True,8,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,1000,35.603844451904294,-35.603844451904294,0.0,0.0
120123,0.0,-21.92135848999024,-100000000.0,../tensorboard_log/,20230419_163441,False,True,8,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,1000,21.92135848999024,-21.92135848999024,0.0,0.0
120123,0.0,-25.11560707092285,-100000000.0,../tensorboard_log/,20230419_163845,False,True,8,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,1000,25.11560707092285,-25.11560707092285,0.0,0.0
120123,0.0,-25.11560707092285,-100000000.0,../tensorboard_log/,20230419_172730,False,True,8,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,1000,25.11560707092285,-25.11560707092285,0.0,0.0
120123,0.0,-62.02729110717773,-100000000.0,../tensorboard_log/,20230419_173817,False,True,8,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,1000,62.02729110717773,-62.02729110717773,0.0,0.0
120123,0.0,-61.99096298217773,-100000000.0,../tensorboard_log/,20230419_173817,False,True,8,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,2000,61.99096298217773,-61.99096298217773,0.0,0.0
120123,0.0,-62.622215270996094,-100000000.0,../tensorboard_log/,20230419_174052,False,True,8,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,1000,62.622215270996094,-62.622215270996094,0.0,0.0
120123,0.0,-62.58799133300781,-100000000.0,../tensorboard_log/,20230419_174052,False,True,8,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,2000,62.58799133300781,-62.58799133300781,0.0,0.0
120123,0.0,-62.58541259765625,-100000000.0,../tensorboard_log/,20230419_174052,False,True,8,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,44000,62.58541259765625,-62.58541259765625,0.0,0.0
120123,0.0,-30.13935546875,-100000000.0,../tensorboard_log/,20230419_174731,False,True,8,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,1000,30.13935546875,-30.13935546875,0.0,0.0
120123,0.0,-31.69342041015625,-100000000.0,../tensorboard_log/,20230420_171030,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,1000,31.69342041015625,-31.69342041015625,0.0,0.0
120123,0.0,-62.76664352416992,-100000000.0,../tensorboard_log/,20230420_174756,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,1000,62.76664352416992,-62.76664352416992,0.0,0.0
120123,0.0,-62.75469207763672,-100000000.0,../tensorboard_log/,20230420_174756,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,2000,62.75469207763672,-62.75469207763672,0.0,0.0
120123,0.0,-62.74903106689453,-100000000.0,../tensorboard_log/,20230420_174756,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,3000,62.74903106689453,-62.74903106689453,0.0,0.0
120123,0.0,-62.737770080566406,-100000000.0,../tensorboard_log/,20230420_174756,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,6000,62.737770080566406,-62.737770080566406,0.0,0.0
120123,0.0,-62.76664352416992,-100000000.0,../tensorboard_log/,20230420_175452,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,1000000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,1000,62.76664352416992,-62.76664352416992,0.0,0.0
120123,0.0,-62.76664352416992,-100000000.0,../tensorboard_log/,20230420_180216,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,100000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,1000,62.76664352416992,-62.76664352416992,0.0,0.0
120123,0.0,-62.76664352416992,-100000000.0,../tensorboard_log/,20230420_180338,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,100000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,1000,62.76664352416992,-62.76664352416992,0.0,0.0
120123,0.0,-62.75469207763672,-100000000.0,../tensorboard_log/,20230420_180338,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,100000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,2000,62.75469207763672,-62.75469207763672,0.0,0.0
120123,0.0,-62.76664352416992,-100000000.0,../tensorboard_log/,20230420_180414,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,100000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,1000,62.76664352416992,-62.76664352416992,0.0,0.0
120123,0.0,-62.75469207763672,-100000000.0,../tensorboard_log/,20230420_180414,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,100000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,2000,62.75469207763672,-62.75469207763672,0.0,0.0
120123,0.0,-62.74903106689453,-100000000.0,../tensorboard_log/,20230420_180414,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,100000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,3000,62.74903106689453,-62.74903106689453,0.0,0.0
120123,-10.193178835868837,-11.25925636291504,-100000000.0,../tensorboard_log/,20230420_182628,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,100000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,1000,11.25925636291504,-11.25925636291504,-10.193178835868837,10.193178835868837
120123,-7.676526558876038,-10.00950050354004,-100000000.0,../tensorboard_log/,20230420_182628,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,100000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,2000,10.00950050354004,-10.00950050354004,-7.676526558876038,7.676526558876038
120123,-7.226431853294373,-9.862173080444336,-100000000.0,../tensorboard_log/,20230420_182628,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,100000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,3000,9.862173080444336,-9.862173080444336,-7.226431853294373,7.226431853294373
120123,-6.983549186229705,-9.015538215637209,-100000000.0,../tensorboard_log/,20230420_182628,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,100000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,4000,9.015538215637209,-9.015538215637209,-6.983549186229705,6.983549186229705
120123,-10.26050059080124,-10.121109008789062,-100000000.0,../tensorboard_log/,20230420_194359,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,100000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,1000,10.121109008789062,-10.121109008789062,-10.26050059080124,10.26050059080124
120123,-13.185605044841768,-11.234261512756348,-100000000.0,../tensorboard_log/,20230420_195910,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,100000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,1000,11.234261512756348,-11.234261512756348,-13.185605044841768,13.185605044841768
120123,-13.540163735866546,-11.22504425048828,-100000000.0,../tensorboard_log/,20230420_201809,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,0,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,100000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,1,16,1000,11.22504425048828,-11.22504425048828,-13.540163735866546,13.540163735866546
120123,-21.42798659324646,-18.642582575480144,-100000000.0,../tensorboard_log/,20230421_182256,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,0,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,100000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,1,16,1000,18.642582575480144,-18.642582575480144,-21.42798659324646,21.42798659324646
120123,-18.611854988098145,-17.377213795979817,-100000000.0,../tensorboard_log/,20230421_182256,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,0,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,100000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,1,16,2000,17.377213795979817,-17.377213795979817,-18.611854988098145,18.611854988098145
120123,-50.90787975692749,-76.42906697591145,-100000000.0,../tensorboard_log/,20230428_165036,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,0,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,100000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,1,16,1000,76.42906697591145,-76.42906697591145,-50.90787975692749,50.90787975692749
120123,-38.44771137428284,-61.77290852864584,-100000000.0,../tensorboard_log/,20230428_165036,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,0,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,100000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,1,16,2000,61.77290852864584,-61.77290852864584,-38.44771137428284,38.44771137428284
120123,-34.41989986038208,-53.90076700846354,-100000000.0,../tensorboard_log/,20230428_165036,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,0,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,100000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,1,16,3000,53.90076700846354,-53.90076700846354,-34.41989986038208,34.41989986038208
